player,team,goals_for,goals_against,minutes_played,minutes_benched,team_goals_for,team_goals_against,team_goals,ag_team_goals,90m_player_goals,ag_90m_player_goals,90m_team_goals,ag_90m_team_goals
b'Juan Saiz Orteg?n',DIM,2.0,2.0,152.0,318.0,7.0,3.0,5.0,1.0,1.1842105263157894,1.1842105263157894,1.4150943396226414,0.2830188679245283
b'Walter Flores',Bolívar,11.0,9.0,384.0,556.0,14.0,14.0,3.0,5.0,2.578125,2.109375,0.4856115107913669,0.8093525179856115
b'Gustavo Canales',U. de Chile,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'Luis Ovalle',Zamora,2.0,4.0,368.0,9.0,2.0,4.0,0.0,0.0,0.4891304347826087,0.9782608695652174,0.0,0.0
b'Bautista Merlini',SL,11.0,4.0,401.0,2426.0,41.0,34.0,30.0,30.0,2.4688279301745637,0.8977556109725686,1.1129431162407255,1.1129431162407255
b'Fernando Alessandro Luna',ARS,10.0,6.0,824.0,965.0,23.0,19.0,13.0,13.0,1.0922330097087378,0.6553398058252428,1.2124352331606219,1.2124352331606219
b'Bruno Rangel',Chapecoense ,3.0,2.0,204.0,77.0,3.0,2.0,0.0,0.0,1.3235294117647058,0.8823529411764706,0.0,0.0
b'Jorge Acu?a',Cobresal,1.0,5.0,119.0,351.0,2.0,15.0,1.0,10.0,0.7563025210084033,3.7815126050420167,0.2564102564102564,2.5641025641025643
b'Esteban Conde',Nacional,10.0,8.0,850.0,94.0,10.0,10.0,0.0,2.0,1.0588235294117647,0.8470588235294118,0.0,1.9148936170212767
b'Diego Torres',Palestino,7.0,3.0,322.0,149.0,7.0,3.0,0.0,0.0,1.9565217391304348,0.8385093167701864,0.0,0.0
b'Javier Reina',Colo Colo,3.0,4.0,144.0,417.0,4.0,5.0,1.0,1.0,1.875,2.5,0.2158273381294964,0.2158273381294964
b'Federico Matias Scoppa',RAF,5.0,11.0,481.0,1311.0,16.0,32.0,11.0,21.0,0.9355509355509356,2.058212058212058,0.7551487414187643,1.4416475972540046
b'Mart?n Campa?a',IND,26.0,8.0,1596.0,562.0,30.0,14.0,4.0,6.0,1.4661654135338347,0.45112781954887216,0.6405693950177936,0.9608540925266904
b'Diego Mendoza',HUR,2.0,1.0,173.0,2574.0,33.0,31.0,31.0,30.0,1.0404624277456647,0.5202312138728323,1.083916083916084,1.048951048951049
b'Juan Mascia',Nacional,0.0,0.0,17.0,927.0,10.0,10.0,10.0,10.0,0.0,0.0,0.970873786407767,0.970873786407767
b'Mat?as Zald?var',ARS,7.0,5.0,318.0,1471.0,23.0,19.0,16.0,14.0,1.9811320754716981,1.4150943396226414,0.9789259007477906,0.8565601631543168
b'Elias Gomez',DYJ,4.0,6.0,273.0,1629.0,27.0,22.0,23.0,16.0,1.3186813186813187,1.978021978021978,1.270718232044199,0.8839779005524862
b'Alejandro Silva',LAN,8.0,13.0,520.0,1642.0,33.0,14.0,25.0,1.0,1.3846153846153846,2.25,1.3702801461632157,0.05481120584652863
b'Mat?as P?rez Acu?a',VEL,5.0,6.0,207.0,1679.0,22.0,26.0,17.0,20.0,2.1739130434782608,2.608695652173913,0.9112567004169149,1.072066706372841
b'Renzo Revoredo',SCL,9.0,15.0,557.0,9.0,9.0,15.0,0.0,0.0,1.4542190305206464,2.423698384201077,0.0,0.0
b'Matias Oyola',BAR,2.0,2.0,189.0,0.0,2.0,2.0,0.0,0.0,0.9523809523809523,0.9523809523809523,0.0,0.0
b'Emiliano D?az',Wanderers,2.0,0.0,298.0,174.0,2.0,0.0,0.0,0.0,0.6040268456375839,0.0,0.0,0.0
b'Rafael Borre',DCI,2.0,7.0,267.0,290.0,7.0,18.0,5.0,11.0,0.6741573033707865,2.359550561797753,1.5517241379310345,3.413793103448276
b'Cristian Tarragona',TEMP,4.0,8.0,422.0,1467.0,16.0,26.0,12.0,18.0,0.8530805687203792,1.7061611374407584,0.7361963190184049,1.1042944785276074
b'Alejandro Villalva Pav?n',LDU,0.0,1.0,19.0,544.0,6.0,12.0,6.0,11.0,0.0,4.7368421052631575,0.9926470588235294,1.8198529411764706
b'Bruno Montelongo',River Plate,4.0,7.0,293.0,365.0,6.0,14.0,2.0,7.0,1.2286689419795223,2.150170648464164,0.4931506849315068,1.726027397260274
b'Marion',Santa Cruz F,0.0,1.0,26.0,257.0,1.0,2.0,1.0,1.0,0.0,3.4615384615384617,0.35019455252918286,0.35019455252918286
b'Joel Amoroso',OBB,17.0,22.0,1782.0,105.0,14.0,21.0,-3.0,-1.0,0.8585858585858586,1.1111111111111112,-2.5714285714285716,-0.8571428571428571
b'Luis Figueroa',Colo Colo,2.0,2.0,89.0,472.0,4.0,5.0,2.0,3.0,2.0224719101123596,2.0224719101123596,0.3813559322033898,0.5720338983050848
b'Jonathan Santana',SARM,5.0,4.0,477.0,1414.0,12.0,19.0,7.0,15.0,0.9433962264150944,0.7547169811320755,0.44554455445544555,0.9547383309759547
b'Kevin Mercado',SARM,9.0,8.0,676.0,1215.0,12.0,19.0,3.0,11.0,1.198224852071006,1.0650887573964498,0.2222222222222222,0.8148148148148148
b'?scar Bag??',Emelec,14.0,11.0,538.0,407.0,18.0,19.0,4.0,8.0,2.342007434944238,1.8401486988847584,0.8845208845208845,1.769041769041769
b'Marvin Bejarano',Oriente,0.0,3.0,93.0,0.0,0.0,3.0,0.0,0.0,0.0,2.903225806451613,0.0,0.0
b'Sa?l Nelle',IND,2.0,0.0,120.0,2038.0,30.0,14.0,28.0,14.0,1.5,0.0,1.2365063788027477,0.6182531894013739
b'Pablo Mart?n Ledesma',COL,21.0,29.0,1413.0,373.0,24.0,31.0,3.0,2.0,1.3375796178343948,1.8471337579617835,0.7238605898123325,0.48257372654155495
b'Diego Rodriguez',IND,25.0,10.0,1485.0,673.0,30.0,14.0,5.0,4.0,1.5151515151515151,0.6060606060606061,0.6686478454680534,0.5349182763744428
b'Franco Niell',GLP,14.0,9.0,784.0,999.0,21.0,20.0,7.0,11.0,1.6071428571428572,1.0331632653061225,0.6306306306306306,0.990990990990991
b'Lucas M?rquez',CAP,1.0,4.0,236.0,1661.0,20.0,28.0,19.0,24.0,0.3813559322033898,1.5254237288135593,1.0295003010234798,1.300421432871764
b'L?o Moura',Santa Cruz F,1.0,0.0,189.0,94.0,1.0,2.0,0.0,2.0,0.47619047619047616,0.0,0.0,1.9148936170212767
b'Renato Gonz?lez',UdeC,2.0,3.0,98.0,91.0,2.0,3.0,0.0,0.0,1.836734693877551,2.7551020408163267,0.0,0.0
b'Ernesto Vega',TOL,6.0,7.0,340.0,600.0,12.0,11.0,6.0,4.0,1.588235294117647,1.8529411764705883,0.9,0.6
b'Junior Ross',SHO,2.0,1.0,159.0,220.0,3.0,4.0,1.0,3.0,1.1320754716981132,0.5660377358490566,0.4090909090909091,1.2272727272727273
b'Axel Werner',RAF,10.0,19.0,817.0,975.0,16.0,32.0,6.0,13.0,1.1015911872705018,2.0930232558139537,0.5538461538461539,1.2
b'Luis Colmenarez',Deportivo La,1.0,2.0,93.0,569.0,8.0,9.0,7.0,7.0,0.967741935483871,1.935483870967742,1.1072056239015817,1.1072056239015817
b'Felipe Nu?ez',Deportivo La,6.0,4.0,474.0,188.0,8.0,9.0,2.0,5.0,1.139240506329114,0.759493670886076,0.9574468085106383,2.393617021276596
b'Juan Carlos Manuel Aguilar',Guaraní,2.0,1.0,96.0,0.0,2.0,1.0,0.0,0.0,1.875,0.9375,0.0,0.0
b'Emiliano Ciucci',CVL,0.0,1.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0
b'Oscar Benitez',LAN,17.0,6.0,775.0,1387.0,33.0,14.0,16.0,8.0,1.9741935483870967,0.6967741935483871,1.0382119682768565,0.5191059841384282
b'Pablo Campod?nico',ALDO,11.0,14.0,772.0,1124.0,20.0,32.0,9.0,18.0,1.282383419689119,1.6321243523316062,0.7206405693950177,1.4412811387900355
b'Ignacio Canuto',TUC,0.0,0.0,2.0,1787.0,28.0,25.0,28.0,25.0,0.0,0.0,1.4101846670397313,1.2590934527140458
b'Sebasti?n Riquelme',ARGJ,0.0,2.0,11.0,1492.0,11.0,26.0,11.0,24.0,0.0,16.363636363636363,0.6635388739946381,1.447721179624665
b'Jarlan',JUN,3.0,1.0,45.0,427.0,8.0,3.0,5.0,2.0,6.0,2.0,1.053864168618267,0.4215456674473068
b'Samuel Sosa',Dep Táchira,0.0,1.0,24.0,727.0,7.0,13.0,7.0,12.0,0.0,3.75,0.8665749656121046,1.485557083906465
b'Gabriel Arias',DYJ,22.0,12.0,1191.0,711.0,27.0,22.0,5.0,10.0,1.6624685138539044,0.906801007556675,0.6329113924050633,1.2658227848101267
b'Blas Riveros',Olimpia,7.0,8.0,284.0,279.0,12.0,12.0,5.0,4.0,2.2183098591549295,2.535211267605634,1.6129032258064515,1.2903225806451613
b'Diego Cer?n',Cobresal,0.0,9.0,186.0,284.0,2.0,15.0,2.0,6.0,0.0,4.354838709677419,0.6338028169014085,1.9014084507042253
b'Jordy Josu? Caicedo',U. Católica,1.0,1.0,107.0,81.0,1.0,2.0,0.0,1.0,0.8411214953271028,0.8411214953271028,0.0,1.1111111111111112
b'Yago',COR,10.0,6.0,660.0,91.0,16.0,6.0,6.0,0.0,1.3636363636363635,0.8181818181818182,5.934065934065934,0.0
b'Joeliton Lima Santos',Sport,0.0,1.0,94.0,95.0,0.0,1.0,0.0,0.0,0.0,0.9574468085106383,0.0,0.0
b'Ricardo Andreutti',Caracas,4.0,6.0,283.0,-188.0,2.0,1.0,-2.0,-5.0,1.2720848056537102,1.9081272084805654,0.9574468085106383,2.393617021276596
b'Iago',Coritiba FBC,2.0,2.0,152.0,130.0,3.0,4.0,1.0,2.0,1.1842105263157894,1.1842105263157894,0.6923076923076923,1.3846153846153846
b'Horacio Salaberry',SFE,2.0,0.0,95.0,659.0,11.0,4.0,9.0,4.0,1.894736842105263,0.0,1.2291350531107739,0.5462822458270106
b'Guilherme',COR,6.0,4.0,307.0,444.0,16.0,6.0,10.0,2.0,1.758957654723127,1.1726384364820848,2.027027027027027,0.40540540540540543
b'Romel Qui??nez',Bolívar,14.0,14.0,940.0,0.0,14.0,14.0,0.0,0.0,1.3404255319148937,1.3404255319148937,0.0,0.0
b'Ronald  Eguino',Bolívar,13.0,10.0,848.0,92.0,14.0,14.0,1.0,4.0,1.3797169811320755,1.0613207547169812,0.9782608695652174,3.9130434782608696
b'Javier Toledo',SMSJ,19.0,16.0,1266.0,545.0,25.0,25.0,6.0,9.0,1.3507109004739337,1.1374407582938388,0.9908256880733946,1.4862385321100917
b'Christian Ramos',GLP,2.0,1.0,190.0,1593.0,21.0,20.0,19.0,19.0,0.9473684210526315,0.47368421052631576,1.073446327683616,1.073446327683616
b'Colin Kazim-Richards',Coritiba FBC,1.0,2.0,94.0,188.0,3.0,4.0,2.0,2.0,0.9574468085106383,1.9148936170212767,0.9574468085106383,0.9574468085106383
b'Diego Sosa',TIG,1.0,2.0,188.0,1697.0,23.0,23.0,22.0,21.0,0.4787234042553192,0.9574468085106383,1.1667648791985858,1.1137301119622864
b'Gustavo Britos',Trujillanos,5.0,8.0,252.0,311.0,7.0,17.0,2.0,9.0,1.7857142857142858,2.857142857142857,0.5787781350482315,2.604501607717042
b'Matheus Sales',PAL,6.0,3.0,190.0,380.0,11.0,8.0,5.0,5.0,2.8421052631578947,1.4210526315789473,1.1842105263157894,1.1842105263157894
b'?ngel Romero',COR,13.0,9.0,421.0,330.0,16.0,6.0,3.0,-3.0,2.7790973871733966,1.9239904988123515,0.8181818181818182,-0.8181818181818182
b'Victor Giraldo',TOL,0.0,1.0,188.0,752.0,12.0,11.0,12.0,10.0,0.0,0.4787234042553192,1.4361702127659575,1.196808510638298
b'Renzo Spinacci',SARM,3.0,7.0,351.0,1540.0,12.0,19.0,9.0,12.0,0.7692307692307693,1.794871794871795,0.525974025974026,0.7012987012987013
b'Harrison Mojica',DCI,0.0,5.0,68.0,489.0,7.0,18.0,7.0,13.0,0.0,6.617647058823529,1.2883435582822085,2.392638036809816
b'Federico Vismara',RAC,19.0,20.0,787.0,1940.0,49.0,37.0,30.0,17.0,2.172808132147395,2.2871664548919948,1.3917525773195876,0.788659793814433
b'Luis Tipton',DIM,1.0,1.0,94.0,376.0,7.0,3.0,6.0,2.0,0.9574468085106383,0.9574468085106383,1.4361702127659575,0.4787234042553192
b'Miguel Torr?n',ARGJ,7.0,16.0,1125.0,378.0,11.0,26.0,4.0,10.0,0.56,1.28,0.9523809523809523,2.380952380952381
b'Adri?n Gabbarini',TIG,0.0,3.0,94.0,1791.0,23.0,23.0,23.0,20.0,0.0,2.872340425531915,1.1557788944723617,1.0050251256281406
b'Franco Soldano',USF,6.0,3.0,265.0,1619.0,26.0,23.0,20.0,20.0,2.0377358490566038,1.0188679245283019,1.1117974058060531,1.1117974058060531
b'Lautaro Rinaldi',ARGJ,4.0,14.0,570.0,933.0,11.0,26.0,7.0,12.0,0.631578947368421,2.210526315789474,0.6752411575562701,1.157556270096463
b'Jos? C?ceres',Cerro Porteñ,0.0,1.0,195.0,937.0,17.0,13.0,17.0,12.0,0.0,0.46153846153846156,1.632870864461046,1.152614727854856
b'Joao Rojas L?pez',Aucas,2.0,2.0,156.0,31.0,2.0,2.0,0.0,0.0,1.1538461538461537,1.1538461538461537,0.0,0.0
b'Rafael Bastos',Chapecoense ,0.0,1.0,77.0,204.0,3.0,2.0,3.0,1.0,0.0,1.1688311688311688,1.3235294117647058,0.4411764705882353
b'Mart?n Rivas',Wanderers,2.0,0.0,472.0,0.0,2.0,0.0,0.0,0.0,0.3813559322033898,0.0,0.0,0.0
b'Marcos Caicedo',BAR,1.0,2.0,101.0,88.0,2.0,2.0,1.0,0.0,0.8910891089108911,1.7821782178217822,1.0227272727272727,0.0
b'Uillian',Santa Cruz F,1.0,2.0,283.0,0.0,1.0,2.0,0.0,0.0,0.31802120141342755,0.6360424028268551,0.0,0.0
b'Renzo Saravia',BEL,7.0,15.0,863.0,1302.0,25.0,29.0,18.0,14.0,0.7300115874855156,1.5643105446118193,1.2442396313364055,0.967741935483871
b'?scar Romero',RAC,33.0,22.0,1826.0,901.0,49.0,37.0,16.0,15.0,1.6265060240963856,1.0843373493975903,1.5982241953385128,1.4983351831298557
b'Edison Toloza',JUN,8.0,2.0,251.0,221.0,8.0,3.0,0.0,1.0,2.8685258964143427,0.7171314741035857,0.0,0.4072398190045249
b'Mat?as Santos',Wanderers,2.0,0.0,461.0,11.0,2.0,0.0,0.0,0.0,0.39045553145336226,0.0,0.0,0.0
"b""Jose D'Angelo""",GLP,0.0,2.0,43.0,1740.0,21.0,20.0,21.0,18.0,0.0,4.186046511627907,1.0862068965517242,0.9310344827586207
b'Fernando Lugo',EST,3.0,0.0,94.0,2071.0,36.0,13.0,33.0,13.0,2.872340425531915,0.0,1.4340898116851764,0.5649444712699179
b'Marlone',COR,6.0,0.0,112.0,639.0,16.0,6.0,10.0,6.0,4.821428571428571,0.0,1.408450704225352,0.8450704225352113
b'Adri?n Argach?',BEL,4.0,5.0,340.0,1825.0,25.0,29.0,21.0,24.0,1.0588235294117647,1.3235294117647058,1.0356164383561643,1.1835616438356165
b'?lvaro Pereira',Cerro Porteñ,9.0,3.0,470.0,662.0,17.0,13.0,8.0,10.0,1.7234042553191489,0.574468085106383,1.0876132930513596,1.3595166163141994
b'Pablo Aguilar',SMSJ,13.0,12.0,924.0,887.0,25.0,25.0,12.0,13.0,1.2662337662337662,1.1688311688311688,1.217587373167982,1.3190529875986472
b'Luciano Aued',RAC,45.0,28.0,2311.0,416.0,49.0,37.0,4.0,9.0,1.7524881003894417,1.0904370402423194,0.8653846153846154,1.9471153846153846
b'Gabriel Graciani',RAF,15.0,16.0,944.0,848.0,16.0,32.0,1.0,16.0,1.430084745762712,1.5254237288135593,0.10613207547169812,1.6981132075471699
b'Lucas Pittinari',TIG,10.0,9.0,827.0,1058.0,23.0,23.0,13.0,14.0,1.0882708585247884,0.9794437726723095,1.10586011342155,1.1909262759924386
b'Leonardo Sanchez',USF,2.0,2.0,375.0,1509.0,26.0,23.0,24.0,21.0,0.48,0.48,1.4314115308151094,1.2524850894632207
b'Ignacio Gonz?lez',Nacional,3.0,4.0,357.0,587.0,10.0,10.0,7.0,6.0,0.7563025210084033,1.0084033613445378,1.0732538330494037,0.919931856899489
b'Maximiliano Coronel',GLP,16.0,14.0,1389.0,394.0,21.0,20.0,5.0,6.0,1.0367170626349893,0.9071274298056156,1.1421319796954315,1.3705583756345177
b'Esteban Flores',UdeC,2.0,3.0,189.0,0.0,2.0,3.0,0.0,0.0,0.9523809523809523,1.4285714285714286,0.0,0.0
b'Marcos Dur?',Sol de Améri,3.0,2.0,259.0,214.0,5.0,4.0,2.0,2.0,1.0424710424710424,0.694980694980695,0.8411214953271028,0.8411214953271028
b'Facundo Barboza',ARGJ,3.0,6.0,183.0,1320.0,11.0,26.0,8.0,20.0,1.4754098360655739,2.9508196721311477,0.5454545454545454,1.3636363636363635
b'Guido Di Vanni',Luqueño,3.0,4.0,200.0,176.0,3.0,4.0,0.0,0.0,1.35,1.8,0.0,0.0
b'Javier Grbec',Cobresal,1.0,7.0,208.0,262.0,2.0,15.0,1.0,8.0,0.4326923076923077,3.0288461538461537,0.3435114503816794,2.7480916030534353
b'Dodo',AMG,0.0,0.0,3.0,943.0,16.0,7.0,16.0,7.0,0.0,0.0,1.5270413573700954,0.6680805938494168
b'Ra?l Iberbia',COL,12.0,19.0,1089.0,697.0,24.0,31.0,12.0,12.0,0.9917355371900827,1.5702479338842976,1.5494978479196557,1.5494978479196557
b'Ian Escobar',TDC,0.0,0.0,94.0,284.0,1.0,3.0,1.0,3.0,0.0,0.0,0.31690140845070425,0.9507042253521126
b'Ezequiel Videla',RAC,13.0,10.0,868.0,1859.0,49.0,37.0,36.0,27.0,1.347926267281106,1.0368663594470047,1.7428725121032813,1.307154384077461
b'Nahuel Losada',SARM,0.0,1.0,95.0,1796.0,12.0,19.0,12.0,18.0,0.0,0.9473684210526315,0.6013363028953229,0.9020044543429844
b'Javier Gandolfi',TDC,1.0,3.0,378.0,0.0,1.0,3.0,0.0,0.0,0.23809523809523808,0.7142857142857143,0.0,0.0
b'Esteban Burgos',ROS,8.0,9.0,865.0,1980.0,38.0,29.0,30.0,20.0,0.8323699421965318,0.9364161849710982,1.3636363636363635,0.9090909090909091
b'Juan Casta?eda',NAL,1.0,1.0,17.0,1778.0,34.0,8.0,33.0,7.0,5.294117647058823,5.294117647058823,1.6704161979752532,0.3543307086614173
b'?ngel Garr?',CAP,18.0,24.0,1473.0,424.0,20.0,28.0,2.0,4.0,1.0997963340122199,1.4663951120162932,0.42452830188679247,0.8490566037735849
b'Mat?as Escobar',QUI,3.0,6.0,283.0,1598.0,24.0,38.0,21.0,32.0,0.9540636042402827,1.9081272084805654,1.1827284105131415,1.802252816020025
b'Nery Leyes',TUC,25.0,25.0,1591.0,198.0,28.0,25.0,3.0,0.0,1.4142049025769956,1.4142049025769956,1.3636363636363635,0.0
b'Ronald Quinteros',CVL,0.0,1.0,93.0,2.0,0.0,1.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0
b'Nicol?s Bertolo',CARP,18.0,15.0,880.0,1762.0,46.0,33.0,28.0,18.0,1.8409090909090908,1.5340909090909092,1.4301929625425653,0.9194097616345063
b'Jordan Andr?s Jaime',Emelec,8.0,5.0,281.0,664.0,18.0,19.0,10.0,14.0,2.5622775800711746,1.601423487544484,1.355421686746988,1.8975903614457832
b'Federico Freire',OBB,0.0,1.0,38.0,1849.0,14.0,21.0,14.0,20.0,0.0,2.3684210526315788,0.6814494321254733,0.9734991887506761
b'Franco Peppino',SARM,8.0,16.0,1129.0,762.0,12.0,19.0,4.0,3.0,0.6377325066430469,1.2754650132860939,0.47244094488188976,0.3543307086614173
b'Guillermo Guizasola',CVL,0.0,1.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0
b'Gonz?lo R?os',TEMP,7.0,9.0,555.0,1334.0,16.0,26.0,9.0,17.0,1.135135135135135,1.4594594594594594,0.6071964017991005,1.1469265367316341
b'Jersson V?squez',DMU,0.0,6.0,184.0,0.0,0.0,6.0,0.0,0.0,0.0,2.9347826086956523,0.0,0.0
b'Mario Rizotto',Independient,14.0,10.0,876.0,541.0,19.0,14.0,5.0,4.0,1.4383561643835616,1.0273972602739727,0.8317929759704251,0.6654343807763401
b'Anderson Ord??ez',BAR,2.0,2.0,189.0,0.0,2.0,2.0,0.0,0.0,0.9523809523809523,0.9523809523809523,0.0,0.0
b'Giovanni Simeone',BAN,15.0,19.0,1331.0,739.0,22.0,29.0,7.0,10.0,1.01427498121713,1.284748309541698,0.8525033829499323,1.2178619756427604
b'Neris',Santa Cruz F,0.0,2.0,94.0,189.0,1.0,2.0,1.0,0.0,0.0,1.9148936170212767,0.47619047619047616,0.0
b'Gianfranco Lettieri',Deportivo An,0.0,1.0,38.0,151.0,2.0,2.0,2.0,1.0,0.0,2.3684210526315788,1.1920529801324504,0.5960264900662252
b'Luis ?vila',SL,5.0,3.0,144.0,2683.0,41.0,34.0,36.0,31.0,3.125,1.875,1.207603428997391,1.039880730525531
b'Yohan Cumana',Deportivo An,2.0,2.0,167.0,22.0,2.0,2.0,0.0,0.0,1.0778443113772456,1.0778443113772456,0.0,0.0
b'Leandro Damiao',Flamengo,3.0,1.0,95.0,202.0,6.0,5.0,3.0,4.0,2.8421052631578947,0.9473684210526315,1.3366336633663367,1.7821782178217822
b'Leandro Grimi',RAC,37.0,24.0,1961.0,766.0,49.0,37.0,12.0,13.0,1.6981132075471699,1.1014788373278939,1.4099216710182767,1.5274151436031331
b'Rafael Moura',Figueirense,5.0,5.0,201.0,0.0,5.0,5.0,0.0,0.0,2.2388059701492535,2.2388059701492535,0.0,0.0
b'Dante L?pez',UNAM,5.0,4.0,291.0,649.0,22.0,12.0,17.0,8.0,1.5463917525773196,1.2371134020618557,2.357473035439137,1.1093990755007703
b'Omar Pouso',GLP,1.0,0.0,21.0,1762.0,21.0,20.0,20.0,20.0,4.285714285714286,0.0,1.0215664018161181,1.0215664018161181
b'Manuel de Iriondo',USF,1.0,0.0,23.0,1861.0,26.0,23.0,25.0,23.0,3.9130434782608696,0.0,1.2090274046211713,1.1123052122514776
b'Fernando Brand?n',TEMP,9.0,11.0,719.0,1170.0,16.0,26.0,7.0,15.0,1.1265646731571628,1.376912378303199,0.5384615384615384,1.1538461538461537
b'Cristian Guanca',Emelec,17.0,14.0,627.0,318.0,18.0,19.0,1.0,5.0,2.4401913875598087,2.0095693779904304,0.2830188679245283,1.4150943396226414
b'Juan F. Caicedo',DIM,7.0,3.0,450.0,20.0,7.0,3.0,0.0,0.0,1.4,0.6,0.0,0.0
b'Juli?n Ben?tez',Olimpia,7.0,10.0,316.0,247.0,12.0,12.0,5.0,2.0,1.9936708860759493,2.848101265822785,1.8218623481781377,0.728744939271255
b'Cristian Nasuti',VEL,21.0,22.0,1782.0,104.0,22.0,26.0,1.0,4.0,1.0606060606060606,1.1111111111111112,0.8653846153846154,3.4615384615384617
b'Nicol?s Domingo',CARP,29.0,22.0,1450.0,1192.0,46.0,33.0,17.0,11.0,1.8,1.3655172413793104,1.2835570469798658,0.8305369127516778
b'Jorge Marcelo Rodr?guez',TIG,12.0,13.0,835.0,1050.0,23.0,23.0,11.0,10.0,1.2934131736526946,1.401197604790419,0.9428571428571428,0.8571428571428571
b'Matias Cabera',Nacional,0.0,1.0,45.0,899.0,10.0,10.0,10.0,9.0,0.0,2.0,1.0011123470522802,0.9010011123470523
b'Gustavo Alencastre',Palestino,2.0,2.0,94.0,377.0,7.0,3.0,5.0,1.0,1.9148936170212767,1.9148936170212767,1.193633952254642,0.23872679045092837
b'Hern?n Hechalar',DIM,6.0,3.0,230.0,240.0,7.0,3.0,1.0,0.0,2.347826086956522,1.173913043478261,0.375,0.0
b'Frickson Erazo',AMG,16.0,7.0,946.0,0.0,16.0,7.0,0.0,0.0,1.522198731501057,0.6659619450317125,0.0,0.0
b'Julio Buffarini',SL,24.0,21.0,1768.0,1059.0,41.0,34.0,17.0,13.0,1.2217194570135748,1.0690045248868778,1.4447592067988668,1.1048158640226629
b'Fabi?n Henr?quez',GCM,5.0,5.0,338.0,1640.0,29.0,21.0,24.0,16.0,1.331360946745562,1.331360946745562,1.3170731707317074,0.8780487804878049
b'Ezequiel Bonacorzo',GCM,0.0,2.0,116.0,1862.0,29.0,21.0,29.0,19.0,0.0,1.5517241379310345,1.40171858216971,0.9183673469387755
b'Eduardo Filippinni',Guaraní,2.0,1.0,96.0,0.0,2.0,1.0,0.0,0.0,1.875,0.9375,0.0,0.0
b'Jos? Rojas',BEL,23.0,24.0,1667.0,498.0,25.0,29.0,2.0,5.0,1.241751649670066,1.295740851829634,0.3614457831325301,0.9036144578313253
b'Pedro Rocha',Gremio,2.0,4.0,80.0,668.0,10.0,10.0,8.0,6.0,2.25,4.5,1.0778443113772456,0.8083832335329342
b'Douglas Mendes dos Santos',Cuiaba,2.0,3.0,187.0,0.0,2.0,3.0,0.0,0.0,0.9625668449197861,1.4438502673796791,0.0,0.0
b'Arturo Mina Meza',CARP,26.0,19.0,1651.0,991.0,46.0,33.0,20.0,14.0,1.4173228346456692,1.0357359176256815,1.8163471241170535,1.2714429868819375
b'Cristian Campestrini',PUE,0.0,1.0,94.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9574468085106383,0.0,0.0
b'Diego Colotto',LAN,5.0,9.0,530.0,1632.0,33.0,14.0,28.0,5.0,0.8490566037735849,1.528301886792453,1.5441176470588236,0.2757352941176471
b'John Edison Mosquera',NAL,8.0,2.0,323.0,1472.0,34.0,8.0,26.0,6.0,2.2291021671826625,0.5572755417956656,1.5896739130434783,0.36684782608695654
b'Diego Renan',ECV,2.0,2.0,188.0,0.0,2.0,2.0,0.0,0.0,0.9574468085106383,0.9574468085106383,0.0,0.0
b'Alexis Mart?n Arias',GLP,8.0,13.0,885.0,898.0,21.0,20.0,13.0,7.0,0.8135593220338984,1.3220338983050848,1.3028953229398663,0.7015590200445434
b'Osbaldo Lastra',Emelec,3.0,1.0,189.0,756.0,18.0,19.0,15.0,18.0,1.4285714285714286,0.47619047619047616,1.7857142857142858,2.142857142857143
b'Iv?n Rossi',BAN,10.0,16.0,984.0,1086.0,22.0,29.0,12.0,13.0,0.9146341463414634,1.4634146341463414,0.994475138121547,1.0773480662983426
b'Ezequiel Vidal',IND,0.0,1.0,38.0,2120.0,30.0,14.0,30.0,13.0,0.0,2.3684210526315788,1.2735849056603774,0.5518867924528302
b'David Centeno',Deportivo An,2.0,2.0,189.0,0.0,2.0,2.0,0.0,0.0,0.9523809523809523,0.9523809523809523,0.0,0.0
b'Mario Cu?llar',Blooming,1.0,4.0,282.0,94.0,2.0,4.0,1.0,0.0,0.3191489361702128,1.2765957446808511,0.9574468085106383,0.0
b'Zamir Valoyes',Deportivo La,1.0,0.0,164.0,498.0,8.0,9.0,7.0,9.0,0.5487804878048781,0.0,1.2650602409638554,1.6265060240963856
b'Nahuel Peralta',TEMP,0.0,0.0,13.0,1876.0,16.0,26.0,16.0,26.0,0.0,0.0,0.767590618336887,1.2473347547974414
b'Jonathan Blanco',OBB,8.0,16.0,984.0,903.0,14.0,21.0,6.0,5.0,0.7317073170731707,1.4634146341463414,0.5980066445182725,0.4983388704318937
b'Jo?o Mior',Santa Cruz F,1.0,0.0,146.0,137.0,1.0,2.0,0.0,2.0,0.6164383561643836,0.0,0.0,1.313868613138686
b'Fernando Zampedri',TUC,14.0,8.0,538.0,1251.0,28.0,25.0,14.0,17.0,2.342007434944238,1.338289962825279,1.0071942446043165,1.223021582733813
